PROJECT_REFID;PROJECTID;VERSION;PROJECT_TYPE;PROJECT_NAME;REMARKS;BCIREGION;ADDRESS;TOWN;PROVINCE;COUNTRY_NAME;PROJECT_STATUS;PROJECTSTAGE;CONST_START;CONST_END;TIME_STAMP;VALUE;USVALUE;LANGUAGE;CAT_1_NAME;CAT_2_NAME;CAT_3_NAME;CAT_4_NAME;CAT_5_NAME;DEV_TYPE;DEV_TYPEID;FLOOR_AREA;FOREIGN_PARTICIPATION;KEYWORD;LAST;MAJOR;OWNER_TYPE;OWNER_TYPEID;POSTCODE;PROJECTSTAGEID;PROJECT_NOTES;SITE_AREA;STOREYS;SUBCAT_1_NAME;SUBCAT_2_NAME;SUBCAT_3_NAME;SUBCAT_4_NAME;SUBCAT_5_NAME;SUBCAT_6_NAME;SUBCAT_7_NAME;SUBCAT_8_NAME;TIMETABLE_REMARKS;PROJECT_STATUSID;STATUS_DESC
106256328321931;193308002;8;HOTEL (324 room) - new - 25 storey;PAKUWON BEKASI - FAIRFIELD BY MARRIOTT HOTEL (3 STARS) & FOUR POINTS HOTEL (4 STARS);* 20 storey hotel on top of 5 storey shopping centre (approx. 18,000 sq m) * 180 3-stars hotel rooms  * 144 4-stars hotel rooms * Hotel lobby & reception lounge * Restaurant  * Banquet & function room * Fitness centre, spa * Swimming pool * Landscaping  Building elements include: * Flooring : ceramic tile/ carpet / exposed concrete floor * Structural :  reinforced concrete  * Ceiling : gypsum board / acoustical ceiling * Walling :precast concrete panels * Facade : glass wall cladding / aluminium composite cladding * Roofing : concrete slab roof * Aluminium framed doors & windows / automatic sliding doors / solid wood doors * Piling : bored pile / precast pile * 9 lifts * Split type air conditioning * Fire protection system * Security system * Sanitary ware / plumbing;Java;Jalan Pekayon (near Revo Mall), Kelurahan Pekayon Jaya, Kecamatan Bekasi Selatan;Kota Bekasi;Special Capital Region of Jakarta;Indonesia;Main Contractor On Site;Construction;10/06/2023;10/03/2025;11/04/2022 17:37:00;243000;16.331;;Hospitality;Infrastructure;Retail;Sport & Recreation;;New construction;3;18000;0;;1;1;Commercial;4;17148;8;;36000;20;Hotel;Multi-Storey Car Park;Restaurant, Cafe, Food Outlet, Canteen;Landscaping;Indoor Sports Court, Bowling Alley, Gymnasium;Swimming Pool, Aquatic Centre, Sauna;;;;113;MAIN CONTRACT AWARDED | MAIN CONTRACTOR ON SITE | CONSTRUCTION EXPECTED TO COMMENCE 2ND QUARTER 2023 | INTERIOR DESIGNER TO BE APPOINTED BY NEGOTIATION | CONTRACT NEGOTIATIONS CURRENTLY UNDERWAY | PROSPECTIVE INTERIOR DESIGNER LISTED
106271599098339;212896002;8;FACTORY - new - single storey;NEW CHEMICAL PLANT PROJECT - SURYA CIPTA KARAWANG;* Single storey chemical factory (approx. 4,735 sq m) * Production lines * Storage area * Quality control room * Administration office  Building elements include :  * Flooring : hardened floor / exposed concrete floor * Structural : pre engineering steel buildings * Ceiling : gypsum board / metal ceiling * Walling : light brick walls / metal walling * Facade : metal panel cladding * Roofing : metal sheet roof * Roof truss : steel frame * Piling : jacking pile * Aluminium framed doors & windows / metal doors * Fire protection system * Security system;Java;Kawasan Industri Surya Cipta, Kelurahan Mulyasari, Kecamatan Ciampel;Karawang;West Java;Indonesia;Subcontractor Tenderers Listed;Construction;11/03/2022;01/02/2023;11/04/2022 16:48:00;100000;6.957;;Industrial;;;;;New construction;3;4735;0;Gulbrandsen;1;1;Commercial;4;41363;8;;20000;1;Manufacturing & Processing;Factory;;;;;;;;163;SELECT TENDER FOR MECHANCIAL & ELECTRICAL CONTRACTOR CLOSED | TENDERERS LISTED | CONTRACT EXPECTED TO BE AWARDED MAY 2022
106281626356327;214222002;5;TRAINING CENTRE - new - 2 storey;GEDUNG BALAI PENDIDIKAN MENENGAH (DIKMEN) KABUPATEN KULON PROGO;* 2 storey training centre buildings (approx. 1,054 sq m) * Work stations & office space * Hall & meeting rooms * Classrooms * Practice rooms  Building elements include: * Flooring : ceramic tile / homogeneous tile * Structural : reinforced concrete * Ceiling : gypsum board * Walling : light brick walls * Roofing : concrete roof tile * Roof truss : lightweight steel * Aluminium framed doors & windows / fabricated wood doors * Sanitary ware / plumbing * Piling : borpiled;Java;Jalan Bhayangkara, Kelurahan Terbah, Kecamatan Wates;Kulon Progo;Yogyakarta;Indonesia;Construction Commenced;Construction;03/04/2022;25/10/2022;11/04/2022 15:55:00;4713;0.328;;Office;Education;;;;New construction;3;1054;0;;1;0;Government;3;55651;8;;2292;2;Government Office;University, College, Institute;;;;;;;;115;MAIN CONTRACT AWARDED |  CONSTRUCTION COMMENCED
106309463177639;218050002;1;COW SHED for UNIVERSITY - new - single storey;UNIVERSITAS JENDERAL SUDIRMAN - KANDANG TEACHING EXPERIMENTAL FARM FAKULTAS PETERNAKAN;* Single storey cow shed * Quarantine area * Cattle ramp * Waste disposal system  Building elements include: * Flooring : hardened floor * Structural : steel construction * Ceiling : metal ceiling * Walling : light brick walls / metal walling * Roofing : metal sheet roofing * Roof truss : steel frame * Aluminium framed doors & windows / fabricated wood doors;Java;Jalan DR. Soeparno No. 60, Kelurahan Karangwangkal, Kecamatan Purwokerto Utara;Banyumas;Central Java;Indonesia;Building Approval;Design & Documentation;07/06/2022;13/12/2022;11/04/2022 15:26:00;4985;0.347;;Industrial;Education;;;;New construction;3;831;;;1;0;Government;3;53122;4;;;1;Agricultural, Horticultural Facility;University, College, Institute;;;;;;;;165;CONSTRUCTION PERMIT (IMB) APPROVED | OPEN TENDERS FOR MAIN CONTRACT EXPECTED TO BE ADVERTISED MAY 2022 | ARCHITECT NOT DISCLOSED
105757613883077;187178002;13;APARTMENTS (845) - new - 15 storey;GRAND ANILA APARTMENT AT KERTAJATI AEROCITY - LATIKA TOWER 1;* 13 storey apartment on top of 2 storey retail podium / car park (approx. 31,000 sq m) * 845 apartment units (2 types of units : approx. 22.62 sq m & 45.56 sq m) * Semi basement levels car park * At grade car park * Apartment lobby & reception lounge * Retail shops & restaurants * Swimming pool * Infrastructure works  Building elements include: * Flooring : ceramic tile / homogeneous tile / marble * Structural :  reinforced concrete * Ceiling : gypsum board * Walling : light brick walls * Facade : glass wall cladding / aluminium composite cladding * Roofing : concrete slab roof * Roof truss : steel frame * Aluminium framed doors & windows / solid wood doors * Piling :  jack-in pile * Lifts * Split type air conditioning / duct connected  air conditioning * Fire protection system * Security system * Sanitary ware / plumbing   Please find more information at www.aerocity-kertajati.com/grand-anila-apartment;Java;Kawasan Kertajati Aerocity, Desa Bantarjati, Kecamatan Kertajati;Majalengka;West Java;Indonesia;Contract Awarded / Builder Appointed;Pre-Construction;01/03/2023;30/12/2025;08/04/2022 18:12:00;217000;14.923;;Residential;Sport & Recreation;Infrastructure;Retail;;New construction;3;28806;1;;1;1;Commercial;4;45457;6;;14000;16;Apartment, Condominium, Townhouse;Road, Surface, Car Park;Multi-Storey Car Park;Swimming Pool, Aquatic Centre, Sauna;Restaurant, Cafe, Food Outlet, Canteen;;;;;112;MAIN CONTRACTOR APPOINTED BY NEGOTIATION | CONSTRUCTION EXPECTED TO COMMENCE 1ST QUARTER 2023 | INVESTOR TO BE APPOINTED BY NEGOTIATION | CONTRACT NEGOTIATIONS CURRENTLY UNDERWAY | PROSPECTIVE INVESTOR LISTED
105757601172634;187187002;12;APARTMENTS (845) - new - 15 storey;GRAND ANILA APARTMENT AT KERTAJATI AEROCITY - TOWER 2;* 13 storey apartment on top of 2 storey retail podium / car park (approx. 31,000 sq m) * 845 apartment units (2 types of units : approx. 22.62 sq m & 45.56 sq m) * Semi basement level car park * At grade car park * Apartment lobby & reception lounge * Ground floor retail shops & restaurants * Swimming pool * Infrastructure works  Building elements include: * Flooring : ceramic tile / homogeneous tile / marble * Structural : reinforced concrete * Ceiling : gypsum board * Walling : light brick walls * Facade : glass wall cladding / aluminium composite cladding * Roofing : concrete slab roof * Roof truss : steel frame * Aluminium framed doors & windows / solid wood doors * Piling : jack-in pile * Lifts * Split type air conditioning / duct connected air conditioning * Fire protection system * Security system * Sanitary ware / plumbing  Please find more information at www.aerocity-kertajati.com/grand-anila-apartment;Java;Kawasan Kertajati Aerocity, Desa Bantarjati, Kecamatan Kertajati;Majalengka;West Java;Indonesia;Contract Awarded / Builder Appointed;Pre-Construction;01/12/2023;30/12/2025;08/04/2022 18:06:00;217000;15.626;;Residential;Sport & Recreation;Retail;Infrastructure;;New construction;3;31000;1;;1;1;Commercial;4;45457;6;;14000;16;Apartment, Condominium, Townhouse;Swimming Pool, Aquatic Centre, Sauna;Multi-Storey Car Park;Restaurant, Cafe, Food Outlet, Canteen;Shop, Shopping Centre, Supermarket;Road, Surface, Car Park;;;;112;MAIN CONTRACTOR APPOINTED BY NEGOTIATION | CONSTRUCTION EXPECTED TO COMMENCE 1ST QUARTER 2023 | INVESTOR TO BE APPOINTED BY NEGOTIATION | CONTRACT NEGOTIATIONS CURRENTLY UNDERWAY | PROSPECTIVE INVESTOR LISTED
106306405189652;218027002;1;FACTORY - new - single storey;GUARDIAN PHARMATAMA FACTORY (PHASE 2) - CITEREUP;* Single storey pharmacy factory (approx. 1,700 sq m) * Warehouse * Production line * Quality control room  Building elements include :  * Flooring : hardened concrete floor / epoxy flooring * Structural : steel construction * Ceiling : gypsum board / metal ceiling * Walling : light brick walls / metal walling * Facade : metal panel cladding * Roofing : metal sheet roof * Roof truss : steel frame * Aluminium framed doors / metal doors * Fire protection system * Security system;Java;Jalan Pahlawan No. 25, Desa Karang Asem Timur, Kecamatan Citeureup;Kabupaten Bogor;West Java;Indonesia;Tender Closed - Tenderers Listed ;Pre-Construction;01/06/2022;31/03/2023;08/04/2022 16:04:00;25000;1.74;;Industrial;;;;;New construction;3;1700;0;;1;1;Commercial;4;16810;6;;;1;Manufacturing & Processing;Factory;;;;;;;;169;SELECT TENDERS FOR MAIN CONTRACT CLOSED | ALL TENDERERS LISTED | CONTRACT EXPECTED TO BE AWARDED MAY 2022
106288621960158;215975002;6;LIFT SHAFT (4) for HOSPITAL - new - 4 storey;RSUD BALARAJA  - GEDUNG RAWAT INAP - LIFT SHAFT;* Lifts shaft with footing foundation of 4 storey hospital (approx. 4 units)  Works include : * Covered walkway * Associated builder’s works and building services * Connection platform to the existing building * Installations, and all necessary alterations, modification and improvement to existing buildings and subsequent reinstatement.;Java;Jalan Rumah Sakit No. 88, Kelurahan Tobat, Kecamatan Balaraja;Kabupaten Tangerang;Special Capital Region of Jakarta;Indonesia;Documentation In Progress;Design & Documentation;21/07/2022;30/12/2022;08/04/2022 11:45:00;3500;0.243;;Health;;;;;Supply contract;52;;0;;1;0;Government;3;15610;4;;;4;Hospital;;;;;;;;;120;DOCUMENTATION COMPLETED | OPEN TENDERS FOR MAIN CONTRACT CANCELLED | OPEN TENDERS FOR MAIN CONTRACT EXPECTED TO BE RE-ADVERTISED MAY 2022
106297409982526;215742002;5;SLAUGHTERHOUSE - new - single storey;RUMAH POTONG RUMINANSIA KABUPATEN PATI;* Single storey slaughterhouse (approx. 466 sq m) * Quarantine area * Lairages * Cattle ramp * Meat packing  Building elements include: * Flooring : ceramic tile / exposed concrete floor * Structural : reinforced concrete * Walling : light brick walls * Roofing : concrete roof tile / metal sheet roof * Roof truss : steel frame / lightweight steel * Aluminium framed doors & windows / UPVC framed doors & windows;Java;Kecamatan Juwana;Pati;Central Java;Indonesia;Construction Commenced;Construction;06/04/2022;16/08/2022;07/04/2022 17:25:00;2758;0.191;;Industrial;;;;;New construction;3;466;0;;1;0;Government;3;59185;8;;;1;Food & Beverage Processing;Agricultural, Horticultural Facility;;;;;;;;115;CONSTRUCTION COMMENCED
106207527915937;211641002;6;FACTORY - extension - 4 storey;INDESSO AROMA FACTORY EXTENSION - PURWOKERTO;* 4 storey  fragrance factory (approx. 2,800 sq m) * Production lines * Quality control room * Storage  Building elements include :  * Flooring : vinyl sheet flooring / epoxy flooring * Structural : steel construction * Ceiling : gypsum board / metal ceiling * Walling : light brick walls / metal walling * Facade : metal panel cladding * Roofing : metal sheet roof * Roof truss : steel frame * Aluminium framed doors & windows / metal doors * Fire protection system * Security system;Java;Jalan Raya Baturaden Km 10 Dusun III, Kelurahan Karangtengah, Kecamatan Baturaden;Banyumas;Central Java;Indonesia;Subcontractor(s) Appointed;Construction;01/09/2021;01/05/2022;07/04/2022 17:24:00;19000;1.326;;Industrial;;;;;Extension;5;2800;0;;1;1;Commercial;4;53151;8;;;4;Manufacturing & Processing;Factory;;;;;;;;164;CONTRACT AWARDED FOR DOORS SUBCONTRACTOR | DOORS SUBCONTRACTOR NOT DISCLOSED | MECHANICAL & ELECTRICAL SUBCONTRACTOR APPOINTED
106305558294510;218013002;1;UNIVERSITY - 2 buildings - new - 6 storey;UNIVERSITAS WIJAYA KUSUMA SURABAYA - MINI TWIN TOWER FH & FEB;* 2 x 6 storey campus building (approx. 3,888 sq m) * 14 classrooms  * Practical rooms * Lecturer rooms * Library room * Multipurpose room  * Hall   Building elements include: * Flooring : ceramic tile / homogeneous tile * Structural :  reinforced concrete * Ceiling : gypsum board / acoustical ceiling * Walling : light brick walls * Facade : glass wall cladding / aluminium composite cladding * Roofing : concrete slab roof * Aluminium framed doors & windows / fabricated wood doors  * Lifts * Sanitary ware;Java;Jalan Dukuh Kupang XXV No.54, Kelurahan Dukuh Kupang, Kecamatan Dukuhpakis;Surabaya;East Java;Indonesia;Construction Commenced;Construction;04/04/2022;29/11/2022;07/04/2022 16:54:00;32000;2.227;;Education;Community & Cultural;;;;New construction;3;3888;0;;1;1;Commercial;4;60225;8;;;6;University, College, Institute;Community Hall, Community Centre;Library;;;;;;;115;CONSTRUCTION COMMENCED
103954525752615;141846002;2;OFFICES for COLLEGE - new - 4 storey;POLITEKNIK PERTANIAN NEGERI KUPANG - GEDUNG DIREKTORAT;* 4 storey rectorate office (approx. 5,900 sq m) * Work stations & office space * Meeting rooms * Administration office  Building elements include: * Flooring : ceramic tile / homogeneous tile * Structural : reinforced concrete * Ceiling : gypsum board * Lift * Walling : light brick walls * Roofing : concrete roof tile * Roof truss : lightweight steel * Aluminium framed doors & windows / fabricated wood doors * Sanitary ware / plumbing ;Nusa Tenggara;Jalan Prof. Dr. Herman Johanes, Kelurahan Lasiana, Kecamatan Kelapa Lima;Timor Tengah Utara;East Nusa Tenggara;Indonesia;Tender Closed - Contract Not Yet Awarded ;Pre-Construction;01/06/2022;31/12/2022;07/04/2022 15:50:00;35710;2.485;;Education;;;;;New construction;3;5900;0;;1;1;Government;3;85228;6;;5000;4;University, College, Institute;;;;;;;;;119;PROJECT NOW IN PROGRESS | PROJECT SCOPE CHANGED | OPEN TENDER FOR MAIN CONTRACT ADVERTISED | CONTRACT EXPECTED TO BE AWARDED 08 JUNE 2022 | OPEN TENDERS FOR CONSTRUCTION MANAGER CLOSED | CONTRACT EXPECTED TO BE AWARDED 20 MAY 2022
106274507054729;214494002;5;FLATS (56) for SCHOOL - 3 buildings - new - single & 2 storey;AKADEMI KEPOLISIAN SEMARANG -  RUMAH SUSUN PENGASUH;* 2 storey student housing flats (approx. 2,600 sq m) * Single storey multipurpose building (approx. 200 sq m) * Single storey offices buidling (approx. 200 sq m) * 56 flats (type of units : approx. 36 sq m) * Dining room  * At grade car park  Building elements include: * Flooring : ceramic tile / hardened concrete floor  * Structural : reinforced concrete * Ceiling : gypsum board * Walling : light brick walls / precast concrete panels  * Roofing : metal sheet roofing * Roof truss : lightweight steel * Sanitary ware;Java;Jalan Sultan Agung No. 131, Komplek Akademi Kepolisian Candi Baru, Kelurahan Gajahmungkur, Kecamatan Gajahmungkur;Kota Semarang;Central Java;Indonesia;Contract Awarded / Builder Appointed;Pre-Construction;10/05/2022;30/11/2022;07/04/2022 15:20:00;19613;1.365;;Residential;Community & Cultural;Office;Education;;New construction;3;3000;0;;1;1;Commercial;4;50232;6;;;2;Apartment, Condominium, Townhouse;Community Hall, Community Centre;Office;School;;;;;;112;MAIN CONTRACT AWARDED | CONSTRUCTION EXPECTED TO COMMENCE MAY 2022
106264657788272;208372002;7;UNIVERSITY - new - 9 storey;UNIVERSITAS NAHDLATUL ULAMA YOGYAKARTA - GEDUNG PERKULIAHAN;* 3 storey tower on top of 6 storey podium campus building (approx. 15,769.19 sq m) * Ground level car park * Roof Garden  * Classrooms * Lecturer rooms * Library room * Laboratories * Administrative office * Hall * Landscaping   Building elements include: * Flooring : ceramic tile * Structural : reinforced concrete * Ceiling : gypsum board * Walling : light brick walls * Roofing : concrete slab roof * Aluminium framed doors & windows / fabricated wood doors * Sanitary ware / plumbing * Lifts * Split type air conditioning / duct connected air conditioning * Fire protection system * Security system * Piling : bored pile;Java;Jalan Ringroad Barat, Kelurahan Banyuraden, Kecamatan Gamping;Sleman;Yogyakarta;Indonesia;Subcontractor(s) Appointed;Construction;05/02/2022;23/05/2023;07/04/2022 15:18:00;151954;10.571;;Education;Community & Cultural;Infrastructure;Sport & Recreation;;New construction;3;15769;0;;1;1;Government;3;55293;8;;7478;9;University, College, Institute;Research Centre, Laboratory, Observatory;Community Hall, Community Centre;Multi-Storey Car Park;Library;Landscaping;Park, Playground;;;164;PILING & BORING SUBCONTRACTOR LISTED
106296610714343;211670002;9;HOSPITAL (150 beds) - new - 5 storey;RSUD TIGARAKSA;* 5 storey hospital (approx. 9,000 sq m) * Inpatient care unit (150 beds) * Emergency unit * Polyclinic unit * Surgical unit * Medical laboratory * Medical consulting rooms * Patient medical record room * Patient recovery rooms * Obstetrics & gynaecology unit * Registration area & waiting room * Observation room * Pharmacy room * Neonatal Intensive Care Unit (NICU) * Medical devices & equipments storage * At grade car park  Building elements include: * Flooring : ceramic tile / homogeneous tile * Structural : reinforced concrete * Ceiling : gypsum board * Walling : light brick walls * Roofing : concrete roof tile * Roof truss : lightweight steel * Aluminium framed doors & windows / fabricated wood doors * Lifts * Split type air conditioning * Fire protection system * Security system * Sanitary ware / plumbing;Java;Jalan PMD, Kelurahan Tigaraksa, Kecamatan Tigaraksa;Kabupaten Tangerang;Special Capital Region of Jakarta;Indonesia;Building Approval;Design & Documentation;05/07/2022;19/12/2022;07/04/2022 12:31:00;46630;3.241;;Health;Education;;;;New construction;3;9000;0;;1;1;Government;3;15720;4;;49000;5;Hospital;Research Centre, Laboratory, Observatory;;;;;;;;165;CONSTRUCTION PERMIT (IMB) APPROVED | CONTRACT AWARDED FOR CONSTRUCTION MANAGER | OPEN TENDERS FOR MAIN CONTRACT EXPECTED TO BE ADVERTISED MAY 2022
106264657549654;208380002;7;STUDENT CENTRE for UNIVERSITY - new - 4 storey;UNIVERSITAS NAHDLATUL ULAMA YOGYAKARTA - GEDUNG UNIT KEGIATAN MAHASISWA (UKM);* 4 storey student centre building (approx. 1,000 sq m) * Outdoor sports centre * Multipurpose room * Student activity units    * Tribune * Multipurpose sports courts * Locker room * Landscaping   Building elements include: * Flooring : ceramic tile / hardened concrete floor * Structural : reinforced concrete * Ceiling : gypsum board * Walling : light brick walls * Roofing : concrete slab roof * Aluminium framed doors & windows / fabricated wood doors * Sanitary ware / plumbing * Fire protection system * Security system * Piling : bored pile;Java;Jalan Ringroad Barat, Kelurahan Banyuraden, Kecamatan Gamping;Sleman;Yogyakarta;Indonesia;Subcontractor(s) Appointed;Construction;05/02/2022;23/05/2023;07/04/2022 12:23:00;8000;0.558;;Community & Cultural;Sport & Recreation;Infrastructure;Education;;New construction;3;1000;0;;1;0;Government;3;55293;8;;7478;4;Community Hall, Community Centre;Outdoor Sports Court;Park, Playground;Landscaping;University, College, Institute;;;;;164;PILING & BORING SUBCONTRACTOR LISTED
106124697748901;199075002;4;APARTMENTS (624) - new - 47 storey;KIZO RESIDENCE - ITC FATMAWATI;* 47 storey apartment (approx. 58,951 sq m) * 624 apartment units  * Include 6 level multi storey car park * Single basement level car park * Retail shops & restaurants * Apartment lobby & reception lounge  Building elements include: * Flooring : ceramic tile / homogeneous tile  * Structural :  reinforced concrete  * Ceiling : gypsum board * Walling : light brick walls * Roofing : concrete slab roof  * Aluminium framed doors & windows / solid wood doors  * Piling : bored pile * Lifts * Split type air conditioning * Fire protection system * Security system * Sanitary ware / plumbing  * Building automation system;Java;Komplek ITC Fatmawati, Jalan RS. Fatmawati Raya No.1, RT.01 / RW.05, Kelurahan Cipete Utara, Kecamatan Kebayoran Baru;Jakarta Selatan;Special Capital Region of Jakarta;Indonesia;Contract Awarded / Builder Appointed;Pre-Construction;30/12/2022;01/12/2024;06/04/2022 16:26:00;471608;32.945;;Residential;Retail;Infrastructure;;;New construction;3;58951;1;;1;1;Commercial;4;12150;6;;3000;48;Apartment, Condominium, Townhouse;Restaurant, Cafe, Food Outlet, Canteen;Multi-Storey Car Park;Shop, Shopping Centre, Supermarket;;;;;;112;CONSTRUCTION PERMIT (IMB) APPROVED | DESIGN CONSTRUCT CONTRACT AWARDED | CONSTRUCTION EXPECTED TO COMMENCE DECEMBER 2022
106295482396484;212316002;7;HATCHERY - new;KAWASAN BUDIDAYA UDANG KEBUMEN;* Irrigation system (approx. 1,000 ha) * Agricultural facility  * Laboratory  * Feed storage warehouse  * Post harvest buidling  * Generator building * Water control & irrigation gates * Civil works  Building elements include: * Flooring : ceramic tile / hardened concrete floor * Structural : steel construction * Roofing : paranet / shading net * Roof truss : lightweight steel * Aluminium framed doors & windows / fabricated wood doors / folding gates;Java;Kawasan Pesisir Selatan, Kecamatan Puring;Kebumen;Central Java;Indonesia;Contract Awarded / Builder Appointed;Pre-Construction;14/06/2022;29/12/2022;06/04/2022 15:31:00;167496;11.658;;Industrial;Infrastructure;Education;;;New construction;3;;0;;1;1;Government;3;54383;6;;10000000;;Agricultural, Horticultural Facility;Warehousing & Logistics;Dam, Reservoir, Channel, Irrigation;Research Centre, Laboratory, Observatory;;;;;;112;MAIN CONTRACT AWARDED  | OPEN TENDERS FOR SUPERVISORY CONSULTANT CLOSED |  CONTRACT EXPECTED TO BE AWARDED 20 MAY 2022 | CONSTRUCTION EXPECTED TO COMMENCE JUNE 2022
106298443121990;217834002;2;FACTORY - new - single storey;BEVERAGES FACTORY - CIHERANG;* Beverages factory * Production lines * Quality control room * Finished products storage * Management office  Building elements include :  * Flooring : vinyl sheet flooring / epoxy flooring * Structural : steel construction * Ceiling : gypsum board / metal ceiling * Walling : light brick walls / metal walling * Facade : metal panel cladding * Roofing : metal sheet roof * Roof truss : steel frame  * Aluminium framed doors & windows / metal doors * Fire protection system * Security system;Java;Jalan Mayjen HE Sukma , Kelurahan Ciherang, Kecamatan Caringin;Kabupaten Bogor;West Java;Indonesia;Documentation In Progress;Design & Documentation;01/10/2022;01/09/2023;06/04/2022 14:58:00;100000;6.96;;Industrial;Infrastructure;;;;New construction;3;10000;0;;1;1;Commercial;4;16111;4;;;1;Food & Beverage Processing;Factory;Civil Works, Excavation;;;;;;;120;EARTHWORKS CONTRACTOR APPOINTED | TENDERS EXPECTED TO BE INVITED FROM SELECTED MAIN CONTRACTORS 3RD QUARTER 2022 | DEVELOPER LISTED
106204618644910;193404002;4;HOSPITAL (60 beds) - new - 4 storey;RS SALMAN JIH BANDUNG (PHASE 1);* 4 storey hospital (approx. 4,861 sq m) * Inpatient care unit (60 beds) * Emergency unit * 20 Polyclinic unit * Surgical unit * Medical laboratory * Medical consulting rooms * Patient medical record room * Patient recovery rooms  * Obstetrics & gynaecology unit * Registration area & waiting room * Observation room * Pharmacy room * Neonatal Intensive Care Unit (NICU) * Medical devices & equipments storage * At grade car park  Building elements include: * Flooring : ceramic tile / vinyl sheet flooring * Structural : reinforced concrete * Ceiling : gypsum board / sandwich panels * Walling : light brick walls * Facade : glass wall cladding * Roofing : concrete slab roof * Aluminium framed doors & windows / solid wood doors / automatic sliding doors * Lifts * Piling : bored pile * Split type air conditioning * Fire protection system * Sanitary ware / plumbing;Java;Jalan Raya Soreang, Kelurahan Cingcin, Kecamatan Soreang;Kabupaten Bandung;West Java;Indonesia;Building Approval;Design & Documentation;05/07/2022;29/01/2024;06/04/2022 14:57:00;38888;2.707;;Health;Education;Infrastructure;;;New construction;3;4861;0;;1;1;Commercial;4;40914;4;;16500;4;Hospital;Medical Centre;Research Centre, Laboratory, Observatory;Road, Surface, Car Park;;;;;;165;PROJECT NOW IN PROGRESS | PROJECT SCOPE CHANGED | CONSTRUCTION PERMIT (IMB) APPROVED | SELECT TENDERS FOR PILING CONTRACTOR CLOSED | TENDERER LISTED | CONTRACT EXPECTED TO BE AWARDED MAY 2022 | TENDERS EXPECTED TO BE INVITED FROM SELECTED MAIN CONTRACTORS MAY 2022
106292585137987;214041002;3;LABORATORY for UNIVERSITY - new - 3 storey;AKADEMI KOMUNITAS NEGERI PUTRA SANG FAJAR BLITAR (AKB) - GEDUNG LABORATORIUM TERPADU;* 3 storey laboratory building (approx. 2.000 sq m) * Class & practical rooms * Laboratory storage * Administrative room  Building elements include: * Flooring : ceramic tile / homogenous tile  * Structural : reinforced concrete * Ceiling : gypsum board * Walling : light brick walls * Roofing : concrete slab roof * Aluminium framed doors & windows / solid wood doors * Sanitary ware / plumbing;Java;Jalan Dr. Sutomo No.29, Kelurahan Bendogerit, Kecamatan Sananwetan;Kota Blitar;East Java;Indonesia;Contract Awarded / Builder Appointed;Pre-Construction;03/05/2022;28/12/2022;05/04/2022 17:22:00;14870;1.035;;Education;;;;;New construction;3;2000;0;;1;1;Government;3;66133;6;;;3;Research Centre, Laboratory, Observatory;University, College, Institute;;;;;;;;112;MAIN CONTRACT AWARDED | CONTRACT AWARDED FOR CONSTRUCTION MANAGER | CONSTRUCTION EXPECTED TO COMMENCE MAY 2022
106275422288185;211417002;5;HOTEL (50 rooms) - new - 3 storey  | VILLAS (25 units) - new - single storey;THE LUXURY COLLECTION JIMBARAN (5 STARS);* Single & 3 storey resort (approx. 10,000 sq m) * 50 hotel rooms * 25 unit villas * Single level basement car park * Hotel lobby & reception lounge * Restaurant  * Swimming pool  Building elements include: * Flooring : ceramic tile / homogeneous tile * Structural :  reinforced concrete * Ceiling : gypsum board * Walling : light brick walls * Roofing : concrete roof tile * Roof truss :  lightweight steel * Aluminium framed doors & windows / solid wood doors * Lifts * Split type air conditioning / duct connected  air conditioning * Fire protection system * Security system * Sanitary ware / plumbing;Bali;Kelurahan Jimbaran, Kecamatan Kuta Selatan;Badung;Bali;Indonesia;Building Approval;Design & Documentation;28/12/2022;31/12/2024;05/04/2022 16:17:00;195000;13.67;;Hospitality;Sport & Recreation;Retail;Infrastructure;;New construction;3;10000;0;;1;1;Commercial;4;80361;4;;15000;3;Hotel;Resort;Swimming Pool, Aquatic Centre, Sauna;Restaurant, Cafe, Food Outlet, Canteen;Multi-Storey Car Park;;;;;165;CONSTRUCTION PERMIT (IMB) APPROVED |  METHOD OF APPOINTING MAIN CONTRACTOR YET TO BE DETERMINED | QUANTITY SURVEYOR & CONSTRUCTION MANAGER LISTED | HOTEL OPERATOR TO BE APPOINTED BY NEGOTIATION | CONTRACT NEGOTIATIONS CURRENTLY UNDERWAY | PROSPECTIVE HOTEL OPERATOR LISTED
